Practice_Code,EasyToGetThrough,HelpfulReception,NotUsedOnlineServices,WebsiteEasyToUse,HavePreferredGP,OftenSeePreferredGP,DidNotTryToGetInfo,OfferedChoice,InPerson,SameDay,GoodExperience,WithGP,GivingYouEnoughTime,ListeningToYou,CareAndConcern,UnderstoodMentalHealthNeeds,Involved,ConfidenceAndTrust,NeedsMet,GoodOverallExperience,Avoided,LongTermCondition,LongCovid,GoodExperienceWhenClosed,White,Aged85OrOver,Aged65OrOver,Unemployed,PermanentlySickOrDisabled,Carer,ParentOrGuardian,NeverSmoked,Heterosexual,SatisfiedOffer
H82026,0.262987392,0.810801995,0.217887008,0.706424067,0.386780406,0.189453694,0.281883898,0.749936675,0.656353872,0.27802232,0.503441404,0.583226541,0.908404975,0.894711362,0.855872389,0.870157813,0.940633517,0.969726652,0.949357056,0.814197538,0.634628188,0.500616988,0.028027857,0.534591537,0.560144917,0.017305626,0.086938413,0.034499021,0.032304961,0.229148467,0.382120078,0.736244121,0.836131137,0.812809035
H82027,0.624107771,0.863246108,0.404563496,0.609060306,0.529873014,0.279589607,0.275688953,0.462818619,0.787738962,0.091587328,0.441158358,0.602950513,0.818531567,0.862899452,0.794772742,0.698550214,0.937853868,1,1,0.621727584,0.537197522,0.459090483,0.023803072,0.422452313,0.98425709,0.050344122,0.342427013,0.020273322,0,0.134077023,0.253237118,0.700186182,0.925986791,0.760871432
H82028,0.315478587,0.845473188,0.431474432,0.674014331,0.427002825,0.262077521,0.311978174,0.559356646,0.709222188,0.207665382,0.476850756,0.74598813,0.84030201,0.853407473,0.814878187,0.848806506,0.95466587,0.913408052,0.943211735,0.732170149,0.496327079,0.53329611,0.010554056,0.422151404,0.962544737,0.019237788,0.19361266,0.0259365,0.006710225,0.182120883,0.391393958,0.592672726,1,0.594585835
H82030,0.538158919,0.839472472,0.587962167,0.720160683,0.407831513,0.315687027,0.468924748,0.643125201,0.761126732,0.280184058,0.595630451,0.670431257,0.881004186,0.875284709,0.879514739,0.850582465,0.950068636,0.972540787,0.956460805,0.84668176,0.374345887,0.523171398,0.020193662,0.38924301,0.991393564,0.065916499,0.379284904,0.020930707,0.044572147,0.184219121,0.185101992,0.669410446,0.960278724,0.717446349
H82031,0.557231309,0.850243121,0.297056733,0.741787629,0.420444723,0.350284235,0.370631733,0.659021689,0.789792544,0.247220224,0.610459112,0.612266399,0.905898457,0.899724485,0.873275024,0.854238871,0.947920428,0.964954589,0.950770729,0.883570996,0.449748941,0.534901107,0.034703979,0.454128712,0.964038204,0.02210729,0.34417782,0.006109064,0.037237066,0.178842408,0.196024107,0.548111797,0.976870056,0.74316838
H82032,0.751182769,0.966072107,0.548911096,0.677555289,0.753287704,0.860027022,0.457966377,0.769160424,0.556915141,0.422198316,0.832761127,0.742028476,0.935717601,0.889677335,0.929935146,0.95741653,0.957684948,0.954260428,0.945778402,0.939920042,0.437010947,0.638753135,0.118612561,0.703422373,0.978380817,0.031897901,0.336497698,0.005895285,0.021117795,0.287912773,0.217698232,0.573281442,0.957476823,0.915532441
H82033,0.32496222,0.567193242,0.663976281,0.435531521,0.264815893,0.115925377,0.330515199,0.432145971,0.359185187,0.640074021,0.278988831,0.616438789,0.621210363,0.629187904,0.637139429,0.551425261,0.677660924,0.746895485,0.715891419,0.420024799,0.575412179,0.650691895,0.021910252,0.307601327,0.763917333,0.013960192,0.152816301,0.051082258,0.081843132,0.253406428,0.291733645,0.518842879,0.816025193,0.635360915
H82034,0.395499952,0.753633068,0.387442157,0.565679158,0.230386439,0.131285871,0.341984074,0.437141909,0.629585137,0.232082335,0.426500479,0.535656411,0.750786373,0.892825445,0.837118293,0.886957732,0.934957884,0.910876536,0.936173356,0.678041411,0.503620378,0.614603702,0.015456238,0.354198815,0.981966668,0.078564371,0.433714054,0.03523033,0.0061379,0.214762198,0.164861551,0.60952003,0.916882708,0.678559547
H82035,0.373659895,0.815767391,0.419087421,0.659336324,0.496242079,0.323679994,0.37003442,0.469630807,0.4451322,0.067391669,0.369288478,0.742824702,0.788164999,0.831808519,0.7865398,0.909008625,0.929586515,0.90545398,0.93662872,0.650836783,0.484540434,0.463131518,0.020064828,0.495430003,0.942333234,0.028810157,0.281723489,0,0.014333684,0.171999359,0.232973817,0.680115721,0.93706425,0.323076284
H82036,0.377540509,0.916378998,0.439023834,0.613058968,0.544681256,0.350295378,0.351115088,0.624141392,0.741404016,0.227519401,0.582930376,0.695534582,0.872343869,0.863677069,0.844238378,0.920558112,0.896113331,0.949182701,0.904081535,0.816642451,0.486998363,0.630942587,0.023346972,0.419691307,0.97160999,0.069534225,0.392038345,0.012237841,0.005941021,0.202930275,0.175838173,0.668441224,0.894332911,0.714126597
H82037,0.538671083,0.908706119,0.575762466,0.771722576,0.335728699,0.246718709,0.410007967,0.635552979,0.575122169,0.406353328,0.667802902,0.54016114,0.90991461,0.927284306,0.939906748,0.823422702,0.921867633,0.974273823,0.948718077,0.823303844,0.537097106,0.77419429,0.062145482,0.504815619,0.960560707,0.102179952,0.500008812,0.01156903,0.074690957,0.255343941,0.073375117,0.500257402,0.9672839,0.785679729
H82039,0.697123861,0.905593238,0.437021753,0.845548611,0.411448405,0.456171541,0.346751617,0.665338954,0.778437689,0.223129959,0.668930981,0.594526733,0.851325984,0.841956693,0.823027022,0.832619609,0.916383079,0.943907545,0.891217815,0.831015253,0.348369833,0.599991514,0.047781554,0.31032304,0.937460512,0.030679121,0.308229947,0.031927065,0.036789489,0.165643789,0.27204013,0.427871114,0.911059838,0.755459454
H82040,0.151884884,0.778239576,0.395253352,0.436483395,0.33437766,0.22823057,0.310536421,0.264309685,0.529478142,0.213774422,0.260014211,0.643922603,0.811330673,0.813214044,0.846900059,0.657306017,0.820662455,0.959650206,0.882926851,0.46108372,0.745843197,0.576049137,0.102101926,0.34365496,0.871361392,0.030552077,0.285881759,0.020466025,0.024629812,0.215544793,0.331106742,0.614300629,0.901352242,0.490123401
H82041,0.344233583,0.86919889,0.459588191,0.576037524,0.305028844,0.374119965,0.32152711,0.560044608,0.446820327,0.391621751,0.472608157,0.543113334,0.844456096,0.822997983,0.769372561,0.744946403,0.832743434,0.903041168,0.898543415,0.723815498,0.458829224,0.545882451,0.052770861,0.463723395,0.864782074,0.029657131,0.208703904,0,0.054268455,0.221974422,0.275702084,0.630633428,0.869171428,0.700282423
H82042,0.266821691,0.818835041,0.484701078,0.57933059,0.327971994,0.344484525,0.276575126,0.40522489,0.394681291,0.322021144,0.423973521,0.673299064,0.830440748,0.830035958,0.802890152,0.834574055,0.939199618,0.989789451,0.957949375,0.692899012,0.563088309,0.595962039,0.03664892,0.151127894,0.906824382,0.011067093,0.225153853,0.038727341,0.052564336,0.150590611,0.153680859,0.516394619,0.898975423,0.708405751
H82044,0.530902381,0.853421949,0.54975619,0.554176277,0.254096693,0.320851009,0.307706491,0.572982982,0.585564319,0.330573678,0.584412707,0.571292165,0.81367241,0.809445358,0.811294019,0.814356299,0.957976738,0.978315193,0.96618162,0.758264225,0.552173402,0.545087768,0.022236736,0.363935273,0.833202267,0.015539314,0.172870926,0.022039992,0.020713085,0.113537362,0.323614356,0.588220723,0.918611163,0.74658693
H82045,0.345455439,0.804456803,0.52073101,0.553476866,0.309143173,0.184931471,0.337291892,0.446985758,0.376763257,0.411118543,0.487192851,0.59621284,0.791755119,0.890036665,0.8544636,0.727751949,0.895182254,0.965741876,0.93526335,0.701958244,0.578013809,0.666848596,0.06263029,0.349222325,0.893286687,0.05707231,0.25865348,0.044498667,0.063187147,0.186714857,0.285814383,0.560859008,0.889208897,0.816977324
H82046,0.478082841,0.837048449,0.397414457,0.790426594,0.477252966,0.250577473,0.336874845,0.481019294,0.747728818,0.357731321,0.576778304,0.491562216,0.789698184,0.820984188,0.810033276,0.747168837,0.936855447,0.956599983,0.917680683,0.779646163,0.490644309,0.653452931,0.033803687,0.415015561,0.943019632,0.029745401,0.250869712,0.069618594,0.047548875,0.221089749,0.215680412,0.569100323,0.860277411,0.748412691
H82047,0.266036524,0.769793373,0.416083773,0.73287479,0.433609463,0.156683597,0.432352196,0.439485939,0.572968867,0.358039776,0.390852172,0.559314885,0.748162364,0.766594369,0.735587505,0.69790794,0.880977339,0.912942065,0.899792411,0.595577169,0.458244162,0.450487695,0.034730497,0.222760798,0.685207994,0.044759728,0.171666969,0.006019105,0.01626105,0.212230299,0.276014536,0.663220162,0.867151055,0.79023871
H82048,0.378023968,0.856305569,0.548651022,0.577160671,0.232244471,0.127937098,0.431862616,0.593634133,0.81041382,0.424317202,0.575527786,0.572906332,0.812493803,0.779881428,0.855186403,0.841168943,0.964013972,0.951803171,0.951828146,0.693473424,0.512939246,0.634388601,0.023341112,0.389413771,0.982914064,0.076061954,0.371204366,0,0.043129706,0.205541729,0.114147787,0.566321841,0.900183663,0.80546772
H82049,0.191256506,0.731789178,0.339858384,0.818393722,0.468250835,0.22959229,0.388919066,0.448151429,0.603824575,0.21428859,0.449346043,0.468729704,0.913921835,0.926472079,0.959893664,0.948212041,0.966591103,0.991427455,0.951975364,0.608396338,0.592924829,0.603228247,0.033775645,0.398894525,0.941187941,0.049583844,0.326022565,0.086894729,0.01664271,0.152127434,0.21575349,0.539589847,0.925212331,0.690865138
H82050,0.44126644,0.74657503,0.491163725,0.570151224,0.368010771,0.195348738,0.440235342,0.443248832,0.521889207,0.361407208,0.388704848,0.716701953,0.748369981,0.768483011,0.772996271,0.626229251,0.841009022,0.880413456,0.822827128,0.630392171,0.535244019,0.511794091,0.032464774,0.250254356,0.825408728,0.052117354,0.217993682,0.066263263,0.04744991,0.20265783,0.24956984,0.530770709,0.9025097,0.676002342
H82051,0.57675346,0.814928902,0.544850652,0.601312447,0.57537536,0.444093782,0.442270271,0.586436543,0.820273791,0.074734824,0.548646974,0.650674854,0.840623099,0.891092957,0.855273848,0.874880553,0.951940333,0.960247235,0.990426646,0.773332749,0.498305295,0.605563623,0.036023775,0.43922498,0.988074359,0.027727676,0.322076127,0.00815625,0.021827404,0.188285625,0.201263851,0.570147801,0.898218122,0.691225718
H82052,0.718752465,0.934332011,0.401647003,0.770057603,0.449142951,0.39355541,0.491593335,0.62888998,0.688783088,0.366187739,0.669673311,0.778977727,0.913351306,0.963492267,0.937127821,0.904530457,0.981362256,0.993050119,0.939726755,0.8721237,0.346961639,0.514802536,0.052641209,0.72375279,0.840813658,0.040755201,0.263617641,0.019520462,0.054690323,0.16114298,0.277647537,0.581178715,0.955034072,0.744382591
H82053,0.770893407,0.854459572,0.416748884,0.731222832,0.390520332,0.153358149,0.326301218,0.706128263,0.684968662,0.148712279,0.663835003,0.739616147,0.877612318,0.860307356,0.852937266,0.821789009,0.919033251,0.925527458,0.919437924,0.779104876,0.48691053,0.591068313,0.039278265,0.187480481,0.792120289,0.047496205,0.245010408,0.041135165,0.057545779,0.249152515,0.233408315,0.687901288,0.945175632,0.648627589
H82055,0.229403969,0.736881414,0.39861783,0.537733883,0.340968044,0.177633203,0.377292909,0.464565028,0.57448114,0.356846925,0.342099827,0.648054584,0.841822415,0.846229199,0.855574462,0.770497916,0.932978309,0.9688431,0.930081403,0.579808383,0.573707206,0.663410238,0.109750826,0.489049954,0.988068169,0.0319292,0.310247026,0.005619706,0.02629848,0.256572671,0.281906642,0.590128943,0.940394024,0.75325567
H82056,0.661869532,0.853785758,0.433396843,0.616190828,0.41316908,0.238474474,0.354711415,0.665078041,0.542295789,0.256254533,0.681881277,0.685251788,0.882373221,0.933576532,0.894506927,0.878822103,0.963556902,0.95905054,0.978538251,0.777507206,0.397605742,0.480989335,0.027635522,0.279332569,0.741718364,0.050635209,0.200910334,0.028474581,0.015532101,0.133224318,0.253831264,0.616139657,0.861831287,0.702257461
H82057,0.618161164,0.95652871,0.39950793,0.75664624,0.660188762,0.413949021,0.395965159,0.823296862,0.687528773,0.242216546,0.699696859,0.734737165,0.919552062,0.918641502,0.8863917,0.783744303,0.979717584,0.966619883,0.97219572,0.847181852,0.488916609,0.586886826,0.028869852,0.100706065,0.959317746,0.059828743,0.34371317,0,0.020707601,0.286229526,0.210982015,0.601438195,0.937292135,0.698620464
H82058,0.785573814,0.924445654,0.47729312,0.864679949,0.468257273,0.586872634,0.345103818,0.667555762,0.68040943,0.598279021,0.791277865,0.651815283,0.924453478,0.92105261,0.857278845,0.929836496,0.948879038,0.973973676,0.944061271,0.87557525,0.415899671,0.626814969,0.086404532,0.428354091,0.870441968,0.040618609,0.241250123,0.035827092,0.105982056,0.247506622,0.277955791,0.398464317,0.919380215,0.865841785
H82059,0.808038917,0.944780896,0.556512093,0.744138311,0.366886862,0.464091753,0.405477889,0.790603392,0.66977787,0.360235378,0.719283884,0.516880479,0.918305157,0.931218413,0.944401659,0.89604456,0.984670168,0.966944517,0.987052822,0.83151956,0.384731766,0.540092731,0.019872082,0.609385641,0.993952825,0.071979672,0.458208044,0.054682165,0.027935821,0.157914772,0.120863161,0.535576974,0.923552721,0.865048629
H82060,0.552981223,0.88659588,0.475915114,0.570048508,0.489026105,0.349687484,0.378745246,0.672495008,0.538748829,0.292497204,0.626056816,0.461665923,0.832091707,0.877151934,0.862913976,0.919364191,0.955678201,0.982957887,0.970332792,0.765094477,0.505906346,0.503207842,0.016715478,0.396339154,0.980798303,0.053009241,0.335119648,0.030148648,0.016012301,0.181455293,0.307991182,0.588690807,0.973303862,0.74694731
H82061,0.806077514,0.957401807,0.487945148,0.72993769,0.313478146,0.270031969,0.387457077,0.6943724,0.775268724,0.466184601,0.845521623,0.576492508,0.875650993,0.870195919,0.892515475,0.906083876,0.94472236,0.953189624,0.958381246,0.903849524,0.340629958,0.497368456,0.069819562,0.539981727,0.856052186,0.06442051,0.276451543,0.012807387,0.056640446,0.157580952,0.246769953,0.52649609,0.916672149,0.92590472
H82063,0.395275022,0.767651295,0.460412188,0.71135129,0.439394506,0.212970083,0.373483476,0.513851693,0.42957767,0.3788617,0.507343249,0.643146014,0.825317126,0.849173799,0.851083846,0.818023867,0.923788836,0.945324543,0.941779402,0.686022891,0.560407414,0.513429419,0.016107903,0.443042054,0.955223854,0.040005009,0.296142041,0.033228718,0,0.205792307,0.305042484,0.604945277,0.951075779,0.664003566
H82064,0.256977834,0.703480265,0.354360806,0.656734971,0.41793298,0.116616281,0.251318527,0.4366734,0.649043358,0.310756441,0.354141555,0.605027628,0.755212639,0.771792176,0.780078432,0.840881384,0.81149955,0.891612241,0.86903628,0.52749478,0.686624765,0.562419966,0.035632058,0.239146186,0.708822402,0.042261281,0.153740712,0.109225777,0.072287384,0.268185106,0.272351214,0.608944793,0.886223312,0.577750384
H82065,0.275522538,0.757121037,0.529552669,0.455151909,0.410018952,0.165394241,0.406804278,0.419405064,0.326409945,0.432354339,0.406141706,0.648422761,0.758310238,0.782741418,0.837813601,0.867555299,0.861578727,0.912116465,0.856756085,0.678537638,0.623993495,0.706326284,0.082622384,0.177608587,0.91178042,0.021510075,0.273448943,0.044293015,0.049255768,0.275161041,0.115759027,0.490209494,0.888969303,0.647865727
H82066,0.258887516,0.807584162,0.507037401,0.56605685,0.176925068,0.062551353,0.372196838,0.376560474,0.755233222,0.273004896,0.391119326,0.325083135,0.649733881,0.632565821,0.634604176,0.684160528,0.804311311,0.84996543,0.814833088,0.534652568,0.499108815,0.54698587,0.033930066,0.332985278,0.952496771,0.041096386,0.310506542,0.045296397,0.037985316,0.187820945,0.150808627,0.357347375,0.919064926,0.678426178
H82067,0.895723195,0.959458447,0.445335195,0.823931046,0.36711961,0.487202607,0.313538924,0.65163138,0.874848365,0.476149951,0.846266607,0.72862242,0.946527347,0.924285483,0.874043441,0.87902653,0.964685107,0.995046169,0.979009955,0.917884249,0.441680505,0.515174657,0.035107097,0.645625688,0.971651819,0.024240547,0.21316267,0.006610799,0.030653573,0.186020537,0.316482447,0.466188061,0.953901288,0.907432413
H82070,0.520281534,0.847150678,0.514467652,0.765665477,0.748295412,0.688089312,0.418542684,0.681527219,0.690025286,0.224660612,0.654426807,0.599735347,0.886150995,0.829862316,0.887941852,0.915288277,0.97748536,0.988058157,0.966847003,0.740007028,0.444755953,0.527346671,0.030894007,0.44989432,0.987262361,0.036086579,0.395633823,0.023462528,0,0.112509997,0.186116627,0.591270286,0.980185776,0.798637031
H82072,0.368724865,0.822830388,0.310466267,0.647233335,0.509577705,0.365091105,0.294156497,0.579793484,0.624824966,0.356267778,0.529341718,0.649036097,0.910438417,0.917214731,0.876144152,0.813452721,0.932567903,0.949773128,0.920846548,0.745629566,0.517089927,0.518192687,0.02737122,0.245017068,0.903215265,0.027273486,0.195830024,0.010805961,0.022833172,0.158601063,0.295288195,0.651473316,0.880451222,0.770275087
H82076,0.968532793,0.96870805,0.500781056,0.851863965,0.75640187,0.969901289,0.471624265,0.867772678,0.459328934,0.444103096,0.896502716,0.739058776,0.930664028,0.922499254,0.910837037,0.913609014,0.945515313,0.960227011,0.968242015,0.947572343,0.26307032,0.499346455,0.021404155,0.452562003,0.952981606,0.062140465,0.348153057,0.019200758,0.005577307,0.177490444,0.270448585,0.570318367,0.900524127,0.923130149
H82077,0.252215288,0.759239315,0.545158407,0.575972089,0.364619957,0.143325589,0.343013147,0.42673524,0.699823141,0.198586783,0.31522219,0.494465366,0.899881968,0.867938932,0.881864058,0.809039485,0.827180425,0.936655885,0.919957261,0.595218353,0.540927513,0.55690142,0.042116793,0.228379746,0.965909236,0.044354644,0.315803984,0.02916113,0.016550485,0.197556189,0.276830134,0.610124474,0.938684024,0.586170656
H82078,0.25671047,0.7951553,0.348140587,0.451076877,0.315065628,0.094342378,0.219602878,0.422871173,0.467066868,0.251422995,0.338531273,0.498709006,0.81968209,0.870161561,0.857748633,0.809733316,0.882051385,0.94756636,0.867330072,0.548639139,0.657877573,0.649300042,0.041200234,0.327911181,0.993584539,0.04069843,0.321595258,0.028453366,0.018398196,0.218599188,0.14667416,0.603507017,0.925815635,0.579377329
H82084,0.603556526,0.909554654,0.352385508,0.820465636,0.247963552,0.319364344,0.320997516,0.71221299,0.481504307,0.417851207,0.704113868,0.661228796,0.937063842,0.919734346,0.914704907,0.938217732,0.940671711,0.967028899,0.987825076,0.750364891,0.364493711,0.507226508,0.054478279,0.416111166,0.668830368,0.039035091,0.219550764,0,0.018728207,0.195482742,0.293313737,0.65886053,0.836910499,0.814527436
H82087,0.682849967,0.865210813,0.576775519,0.674900677,0.56673179,0.357920716,0.497099468,0.703399051,0.793163656,0.491902553,0.716081137,0.677126126,0.803753798,0.827607874,0.762168357,0.77985883,0.963439984,0.969523484,0.971016754,0.769889608,0.362772819,0.678430676,0.039416758,0.235583657,0.97339738,0.128539858,0.627739149,0.009083417,0.028109761,0.272592303,0.075410341,0.538332766,0.930565044,0.828486949
H82088,0.663348435,0.940163639,0.453839353,0.707023581,0.288081837,0.305734151,0.367469328,0.578975887,0.592869082,0.635256108,0.64840014,0.72729246,0.889193549,0.90229515,0.828832177,0.916537264,0.932583714,0.975056714,0.902894653,0.800140357,0.495806844,0.589583418,0.087283623,0.487992106,0.623712345,0.013801106,0.106417365,0.084241008,0.025771444,0.098207125,0.385944212,0.560347268,0.875841574,0.796331538
H82089,0.520708212,0.788351353,0.340875835,0.629680166,0.352573937,0.297087641,0.351757141,0.640084722,0.754422881,0.222833796,0.634104286,0.68920938,0.853468469,0.881311541,0.860121648,0.78426213,0.926356108,0.930904822,0.918267389,0.794280798,0.511387799,0.538133577,0.099750259,0.38906908,0.937874738,0.010503357,0.196765195,0.006332011,0.021454704,0.170772912,0.251455649,0.671723761,0.899777969,0.644529154
H82091,0.526540462,0.886379123,0.554441091,0.568102734,0.19443905,0.312564245,0.340892033,0.457383262,0.351671821,0.287809333,0.49320135,0.482297635,0.801285571,0.867314073,0.811381353,0.747981573,0.949639757,0.954255714,0.968863505,0.694799473,0.516084823,0.606143979,0.082806031,0.31019444,0.92444965,0.04785759,0.298218649,0.034595266,0.030494134,0.198738041,0.208746284,0.551011538,0.939525962,0.567293075
H82092,0.614033417,0.845997913,0.660439904,0.555287982,0.200801531,0.298172713,0.413797982,0.470709954,0.745781947,0.270980906,0.541830803,0.740761501,0.759795757,0.852188767,0.797729181,0.847487397,0.91543409,0.904979416,0.912039928,0.676464474,0.568025165,0.406607464,0.022626718,0.69557645,0.977149267,0.00708726,0.17393951,0.00546072,0.018703785,0.122335476,0.250211521,0.593455768,0.973624149,0.690504624
H82095,0.374896812,0.805556011,0.477900044,0.801044634,0.298033497,0.163758275,0.355451622,0.562840476,0.533123604,0.37239456,0.532826827,0.494328138,0.881364155,0.854239229,0.88149155,0.817646775,0.913996202,0.925317871,0.929015247,0.768688205,0.508252217,0.627573495,0.0281603,0.40252789,0.972728725,0.097404995,0.393637642,0.038190154,0.038162725,0.210092592,0.286960748,0.541289147,0.942980149,0.721446723
H82096,0.37892863,0.738800896,0.588523932,0.535967437,0.17520735,0.0348739,0.341566403,0.398558748,0.365960372,0.488746052,0.354892392,0.611094318,0.713966893,0.774668182,0.769621459,0.708477099,0.846941091,0.884580618,0.827627912,0.580407172,0.606825639,0.641747614,0.06035499,0.380415946,0.929265992,0.052680924,0.330045642,0.017856857,0.045956744,0.184199675,0.229870401,0.445347987,0.904145005,0.602269795
H82098,0.399182189,0.812431846,0.501645298,0.692311104,0.286672969,0.260068888,0.299790104,0.483578184,0.6468306,0.51511918,0.516003028,0.605384084,0.752216295,0.776391543,0.736980125,0.892180258,0.894613102,0.876392445,0.878447364,0.730332976,0.663749808,0.506751778,0.041200389,0.360876669,0.636036691,0.010414197,0.134393416,0.054397999,0.055641864,0.278061898,0.247927418,0.491932776,0.839429538,0.836961652
H82099,0.751185819,0.895866775,0.654527869,0.669647526,0.377960519,0.581681399,0.359735963,0.607463493,0.682698762,0.430161622,0.725646756,0.591311097,0.93333638,0.930827608,0.921655936,0.925143785,0.933627711,0.938660837,0.93456993,0.858113722,0.349635459,0.552485784,0.036886974,0.4491904,0.990392111,0.050884706,0.365011297,0.036597638,0.073760565,0.170303032,0.175266531,0.510295262,0.899915339,0.80682357
H82100,0.40960508,0.858314728,0.578216017,0.668435527,0.358679485,0.286999575,0.332106849,0.518329146,0.723101595,0.384359616,0.522270516,0.532573424,0.828643045,0.884078885,0.877764874,0.906284493,0.922366696,0.945472057,0.904581299,0.776442963,0.618630842,0.480294033,0.041134005,0.542658098,0.872574661,0.024732906,0.178298447,0.022058102,0.012758884,0.18213497,0.279111787,0.625215393,0.89227334,0.680275721
H82615,0.402316634,0.74149759,0.577595677,0.603675028,0.301450548,0.23225309,0.399062332,0.517022023,0.561264837,0.223846687,0.437013275,0.652277116,0.829970736,0.795151201,0.853135599,0.836109133,0.891152206,0.947123664,0.909976755,0.698096278,0.48281118,0.476294932,0.025112779,0.379506806,0.959796701,0.029130544,0.219486618,0.009828128,0.007200695,0.126596135,0.266925674,0.599266458,0.96494798,0.592346451
Y00351,0.325781321,0.669104083,0.271398196,0.492325047,0.358358389,0.023168397,0.253181729,0.314670006,0.63015049,0.25109757,0.160796572,0.573396024,0.74301322,0.764003523,0.746126248,0.731452561,0.770785399,0.800979643,0.804894074,0.531789307,0.724733942,0.552548822,0.073105829,0.507272019,0.786305567,0.013409728,0.130738152,0.052894603,0.020106756,0.202802288,0.286371094,0.524294105,0.80409576,0.613366456
C82076,0.320901517,0.737448118,0.335670837,0.626534652,0.277483402,0.458027523,0.422377928,0.658661014,0.807591977,0.252991824,0.493978177,0.360273086,0.667840743,0.728626447,0.789888474,0.723397012,0.835863399,0.904020528,0.876422312,0.554299848,0.517086697,0.499318269,0.077134322,0.28203453,1,0.024037318,0.322887925,0.020729828,0.013940017,0.161462011,0.189193147,0.667030272,0.935966186,0.743724809
C83001,0.371330928,0.753285094,0.497491213,0.523970777,0.374400053,0.11217913,0.34550965,0.643320651,0.425507218,0.41990172,0.533569383,0.46907084,0.695425685,0.810994777,0.821371252,0.72422047,0.888017211,0.908485829,0.854325921,0.666118673,0.596955173,0.548690909,0.006416095,0.170801904,0.890735719,0.020536501,0.164670207,0.026905879,0.025400912,0.159480219,0.129010334,0.600389914,0.808571677,0.742332356
C83003,0.406365039,0.914392802,0.625271092,0.522307833,0.504026211,0.149676401,0.366162407,0.475165288,0.513111552,0.494757755,0.45407617,0.369779939,0.738106485,0.75127075,0.721756065,0.73051904,0.808580335,0.879328598,0.824464081,0.596736582,0.432903999,0.606983841,0.028904911,0.367480766,0.920223411,0.028725045,0.224833668,0.043075653,0.081100597,0.127762833,0.274586009,0.516228428,0.878624785,0.577554967
C83004,0.311333601,0.954868471,0.650804908,0.575759722,0.346301618,0.129233542,0.431506336,0.540084457,0.654682308,0.389460758,0.526455704,0.368394908,0.903474501,0.923981421,0.931073826,0.941983416,0.972171,0.987283322,0.993621237,0.688865558,0.452456413,0.449350474,0.057675924,0.327560256,0.941740863,0.026274905,0.285158529,0.056290187,0.018842227,0.1489386,0.212349221,0.48936404,0.885585562,0.82130509
C83005,0.515777381,0.850546276,0.661998035,0.627958206,0.3752896,0.145405934,0.31425434,0.498064424,0.480097137,0.439953295,0.570031083,0.532336258,0.683689252,0.707474037,0.685148278,0.571635669,0.869290429,0.847702792,0.785717933,0.682268866,0.432976219,0.584916971,0.016010012,0.643254021,1,0.042260213,0.326710168,0.081929553,0.081009223,0.241834555,0.130172282,0.584949887,0.942176435,0.674776512
C83007,0.034023538,0.683173965,0.386902894,0.357610429,0.222420602,0.030274409,0.251274009,0.352780858,0.420948445,0.255853636,0.191499798,0.511095487,0.73230273,0.862877439,0.777060217,0.635787727,0.835864002,0.890120529,0.889934958,0.247974985,0.710063809,0.594583531,0.033200089,0.374047843,0.955456311,0.056608403,0.268152367,0.025174369,0.019781861,0.153060757,0.360369284,0.580137227,0.914414393,0.578977671
C83008,0.682245067,0.806445076,0.245933452,0.708486612,0.275098098,0.243009632,0.393876655,0.626074328,0.797626996,0.32972618,0.647390768,0.334237391,0.805385626,0.843135622,0.832644384,0.786540114,0.89728961,0.911060599,0.935933213,0.761661671,0.460396935,0.625541755,0.056338125,0.411947654,0.924975148,0.024064186,0.190653322,0.069764366,0.051926629,0.178343713,0.26719581,0.549514287,0.93310184,0.764308475
C83009,0.551290636,0.844228929,0.429366826,0.75641673,0.369815095,0.39752073,0.444044351,0.564203194,0.664891204,0.145326671,0.579947197,0.594969232,0.726517753,0.752295876,0.739178539,0.732886946,0.878206758,0.899124281,0.861278805,0.733822342,0.441356863,0.562056979,0.041943185,0.740923261,0.916546615,0.016431513,0.208247631,0.036610426,0.04610683,0.208952926,0.278160206,0.483577653,0.941653341,0.732660165
C83010,0.24965791,0.713358351,0.444287515,0.55611073,0.286658649,0.23772899,0.332431272,0.50335831,0.486885113,0.350651707,0.461774243,0.547781414,0.808083747,0.801845962,0.812501795,0.672611277,0.872424976,0.926376626,0.912207472,0.682474076,0.544991515,0.604410588,0.056596007,0.484304384,0.823855704,0.032181186,0.237628684,0.081084491,0.108820398,0.193165115,0.289426845,0.521633013,0.851348822,0.684649374
C83011,0.637093712,0.935401645,0.313984144,0.892069032,0.351145502,0.241100872,0.431033455,0.745631027,0.846916595,0.510009351,0.794985456,0.382736549,0.86291186,0.862080697,0.897213139,0.909946401,0.950853087,0.976595849,0.983273266,0.890378878,0.350094087,0.560730784,0.079177868,0.606033902,0.974892208,0.03790199,0.277660751,0.005708131,0.026625215,0.216246123,0.19667565,0.565346466,0.924958006,0.904272555
C83013,0.509213114,0.781984263,0.31725013,0.666859889,0.207371445,0.204432497,0.412898858,0.618805508,0.723645455,0.373834034,0.456015499,0.226815843,0.753801111,0.745872398,0.760821426,0.601068496,0.827143866,0.905263979,0.890348836,0.608455076,0.541323743,0.760653474,0.038265618,0.424483993,0.986249582,0.045152479,0.382083033,0.009457103,0.013614765,0.197550433,0.168790418,0.497330073,0.982218203,0.778831299
